step_idx	elapsed_s	sensor_idx	sensor_label	sensor_enabled	raw_cm	raw_is_zero	valid_range_gt0	valid_range_ge0	mask_hit	pitch_scale	planar_hit_cm	hit_world_z_cm	low_clearance_hit	chunk_name	chunk_hit_count	chunk_threshold_met	hit_dist_from_rover_cm	within_local_radius	usable_for_mark	placed	usable_reason	map_origin	sensor_local_x_cm	sensor_local_y_cm	sensor_yaw_deg	sensor_pitch_deg	sensor_world_x_cm	sensor_world_y_cm	sensor_cell_x	sensor_cell_y	hit_world_x_cm	hit_world_y_cm	ray_hit_world_x_cm	ray_hit_world_y_cm	hit_cell_x	hit_cell_y	center_hit_world_x_cm	center_hit_world_y_cm	center_hit_cell_x	center_hit_cell_y	rover_x_cm	rover_y_cm	rover_heading_deg
0	0.000	13	front_left_frame_yaw_p20_pitch_n10	1	973.790	0	1	1	0	0.985	958.996	-139.098	1	front	0	0	nan	0	0	0	masked_hit	sensor	325.000	75.000	20.000	-10.000	-193.319	1415.436	105	97	nan	nan	139.391	516.005	-1	-1	62.690	840.607	110	86	-270.020	1740.039	-89.700
0	0.000	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	0	0	nan	0	0	0	invalid_range	sensor	325.000	-75.000	-20.000	-10.000	-343.317	1414.651	102	97	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-270.020	1740.039	-89.700
0	0.000	15	front_left_wheel_hub_yaw_p15	1	861.150	0	1	1	0	1.000	861.150	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	245.000	15.000	0.000	-23.714	1491.325	108	99	nan	nan	203.520	660.697	-1	-1	-42.785	909.410	108	87	-270.020	1740.039	-89.700
0	0.000	16	front_right_wheel_hub_yaw_n15	1	744.180	0	1	1	0	1.000	744.180	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	-245.000	-15.000	0.000	-513.707	1488.760	99	98	nan	nan	-702.549	768.938	-1	-1	-458.861	1020.218	100	89	-270.020	1740.039	-89.700
1	0.280	0	front_left_wheel_hub_yaw_p30	1	150.000	0	1	1	0	1.000	150.000	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	245.000	30.000	0.000	-23.714	1491.325	108	99	nan	nan	51.965	1361.816	-1	-1	-194.340	1610.530	105	101	-270.020	1740.039	-89.700
1	0.280	1	front_left_frame_yaw_p20_pitch_n20	0	523.130	0	1	1	0	0.940	491.581	-148.922	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	20.000	-20.000	-193.319	1415.436	105	97	nan	nan	-22.772	954.387	-1	-1	-99.472	1278.990	107	94	-270.020	1740.039	-89.700
1	0.280	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	0	0	nan	0	0	0	invalid_range	sensor	325.000	0.000	0.000	0.000	-268.318	1415.043	104	97	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-270.020	1740.039	-89.700
1	0.280	3	front_right_frame_yaw_n20_pitch_n20	0	527.860	0	1	1	0	0.940	496.026	-150.540	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	-20.000	-20.000	-343.317	1414.651	102	97	nan	nan	-510.525	947.657	-1	-1	-437.228	1273.045	100	94	-270.020	1740.039	-89.700
1	0.280	4	front_right_wheel_hub_yaw_n30	1	736.580	0	1	1	0	1.000	736.580	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	-245.000	-30.000	0.000	-513.707	1488.760	99	98	nan	nan	-878.652	848.943	-1	-1	-634.964	1100.222	96	91	-270.020	1740.039	-89.700
1	0.280	5	front_left_frame_pitch_n25	0	420.470	0	1	1	0	0.906	381.075	-147.699	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	0.000	-25.000	-193.319	1415.436	105	97	nan	nan	-191.324	1034.366	-1	-1	-268.024	1358.969	104	96	-270.020	1740.039	-89.700
1	0.280	6	front_right_frame_pitch_n25	0	423.720	0	1	1	0	0.906	384.021	-149.073	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	0.000	-25.000	-343.317	1414.651	102	97	nan	nan	-341.306	1030.635	-1	-1	-268.009	1356.024	104	96	-270.020	1740.039	-89.700
1	0.280	7	left_mid_frame_left_pitch_n20	0	405.270	0	1	1	0	0.940	380.829	-108.612	1	left	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	235.000	90.000	-20.000	-34.813	1701.270	108	103	nan	nan	346.011	1703.264	-1	-1	110.804	1742.033	111	104	-270.020	1740.039	-89.700
1	0.280	8	right_mid_frame_right_pitch_n20	0	390.460	0	1	1	0	0.940	366.912	-103.546	1	right	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	-235.000	-90.000	-20.000	-504.807	1698.809	99	103	nan	nan	-871.714	1696.888	-1	-1	-636.927	1738.118	96	103	-270.020	1740.039	-89.700
1	0.280	9	rear_left_wheel_hub_back_yaw_p40	1	652.250	0	1	1	0	1.000	652.250	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-215.000	270.000	140.000	0.000	-1.149	1956.450	109	108	nan	nan	415.487	2458.291	-1	-1	146.617	2241.880	112	114	-270.020	1740.039	-89.700
1	0.280	10	rear_left_frame_backward	1	322.850	0	1	1	0	1.000	322.850	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-320.000	80.000	180.000	0.000	-191.696	2060.453	105	110	nan	nan	-193.387	2383.299	-1	-1	-271.710	2062.885	103	110	-270.020	1740.039	-89.700
1	0.280	11	rear_right_frame_backward	1	318.730	0	1	1	0	1.000	318.730	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-320.000	-50.000	180.000	0.000	-321.694	2059.773	102	110	nan	nan	-323.363	2378.498	-1	-1	-271.688	2058.765	103	110	-270.020	1740.039	-89.700
1	0.280	12	rear_right_wheel_hub_back_yaw_n40	1	627.250	0	1	1	0	1.000	627.250	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-215.000	-215.000	-140.000	0.000	-486.142	1953.910	99	108	nan	nan	-891.841	2432.294	-1	-1	-675.718	2218.423	95	113	-270.020	1740.039	-89.700
1	0.280	13	front_left_frame_yaw_p20_pitch_n10	1	973.790	0	1	1	0	0.985	958.996	-139.098	1	front	0	0	nan	0	0	0	masked_hit	sensor	325.000	75.000	20.000	-10.000	-193.319	1415.436	105	97	nan	nan	139.391	516.005	-1	-1	62.690	840.607	110	86	-270.020	1740.039	-89.700
1	0.280	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	0	0	nan	0	0	0	invalid_range	sensor	325.000	-75.000	-20.000	-10.000	-343.317	1414.651	102	97	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-270.020	1740.039	-89.700
1	0.280	15	front_left_wheel_hub_yaw_p15	1	861.150	0	1	1	0	1.000	861.150	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	245.000	15.000	0.000	-23.714	1491.325	108	99	nan	nan	203.520	660.697	-1	-1	-42.785	909.410	108	87	-270.020	1740.039	-89.700
1	0.280	16	front_right_wheel_hub_yaw_n15	1	744.180	0	1	1	0	1.000	744.180	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	-245.000	-15.000	0.000	-513.707	1488.760	99	98	nan	nan	-702.549	768.938	-1	-1	-458.861	1020.218	100	89	-270.020	1740.039	-89.700
2	0.530	0	front_left_wheel_hub_yaw_p30	1	150.000	0	1	1	0	1.000	150.000	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	245.000	30.000	0.000	-23.714	1491.325	108	99	nan	nan	51.965	1361.816	-1	-1	-194.340	1610.530	105	101	-270.020	1740.039	-89.700
2	0.530	1	front_left_frame_yaw_p20_pitch_n20	0	523.130	0	1	1	0	0.940	491.581	-148.922	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	20.000	-20.000	-193.319	1415.436	105	97	nan	nan	-22.772	954.387	-1	-1	-99.472	1278.990	107	94	-270.020	1740.039	-89.700
2	0.530	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	0	0	nan	0	0	0	invalid_range	sensor	325.000	0.000	0.000	0.000	-268.318	1415.043	104	97	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-270.020	1740.039	-89.700
2	0.530	3	front_right_frame_yaw_n20_pitch_n20	0	527.860	0	1	1	0	0.940	496.026	-150.540	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	-20.000	-20.000	-343.317	1414.651	102	97	nan	nan	-510.525	947.657	-1	-1	-437.228	1273.045	100	94	-270.020	1740.039	-89.700
2	0.530	4	front_right_wheel_hub_yaw_n30	1	736.580	0	1	1	0	1.000	736.580	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	-245.000	-30.000	0.000	-513.707	1488.760	99	98	nan	nan	-878.652	848.943	-1	-1	-634.964	1100.222	96	91	-270.020	1740.039	-89.700
2	0.530	5	front_left_frame_pitch_n25	0	420.470	0	1	1	0	0.906	381.075	-147.699	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	0.000	-25.000	-193.319	1415.436	105	97	nan	nan	-191.324	1034.366	-1	-1	-268.024	1358.969	104	96	-270.020	1740.039	-89.700
2	0.530	6	front_right_frame_pitch_n25	0	423.720	0	1	1	0	0.906	384.021	-149.073	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	0.000	-25.000	-343.317	1414.651	102	97	nan	nan	-341.306	1030.635	-1	-1	-268.009	1356.024	104	96	-270.020	1740.039	-89.700
2	0.530	7	left_mid_frame_left_pitch_n20	0	405.270	0	1	1	0	0.940	380.829	-108.612	1	left	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	235.000	90.000	-20.000	-34.813	1701.270	108	103	nan	nan	346.011	1703.264	-1	-1	110.804	1742.033	111	104	-270.020	1740.039	-89.700
2	0.530	8	right_mid_frame_right_pitch_n20	0	390.460	0	1	1	0	0.940	366.912	-103.546	1	right	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	-235.000	-90.000	-20.000	-504.807	1698.809	99	103	nan	nan	-871.714	1696.888	-1	-1	-636.927	1738.118	96	103	-270.020	1740.039	-89.700
2	0.530	9	rear_left_wheel_hub_back_yaw_p40	1	652.250	0	1	1	0	1.000	652.250	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-215.000	270.000	140.000	0.000	-1.149	1956.450	109	108	nan	nan	415.487	2458.291	-1	-1	146.617	2241.880	112	114	-270.020	1740.039	-89.700
2	0.530	10	rear_left_frame_backward	1	322.850	0	1	1	0	1.000	322.850	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-320.000	80.000	180.000	0.000	-191.696	2060.453	105	110	nan	nan	-193.387	2383.299	-1	-1	-271.710	2062.885	103	110	-270.020	1740.039	-89.700
2	0.530	11	rear_right_frame_backward	1	318.730	0	1	1	0	1.000	318.730	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-320.000	-50.000	180.000	0.000	-321.694	2059.773	102	110	nan	nan	-323.363	2378.498	-1	-1	-271.688	2058.765	103	110	-270.020	1740.039	-89.700
2	0.530	12	rear_right_wheel_hub_back_yaw_n40	1	627.250	0	1	1	0	1.000	627.250	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-215.000	-215.000	-140.000	0.000	-486.142	1953.910	99	108	nan	nan	-891.841	2432.294	-1	-1	-675.718	2218.423	95	113	-270.020	1740.039	-89.700
2	0.530	13	front_left_frame_yaw_p20_pitch_n10	1	973.790	0	1	1	0	0.985	958.996	-139.098	1	front	0	0	nan	0	0	0	masked_hit	sensor	325.000	75.000	20.000	-10.000	-193.319	1415.436	105	97	nan	nan	139.391	516.005	-1	-1	62.690	840.607	110	86	-270.020	1740.039	-89.700
2	0.530	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	0	0	nan	0	0	0	invalid_range	sensor	325.000	-75.000	-20.000	-10.000	-343.317	1414.651	102	97	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-270.020	1740.039	-89.700
2	0.530	15	front_left_wheel_hub_yaw_p15	1	861.150	0	1	1	0	1.000	861.150	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	245.000	15.000	0.000	-23.714	1491.325	108	99	nan	nan	203.520	660.697	-1	-1	-42.785	909.410	108	87	-270.020	1740.039	-89.700
2	0.530	16	front_right_wheel_hub_yaw_n15	1	744.180	0	1	1	0	1.000	744.180	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	-245.000	-15.000	0.000	-513.707	1488.760	99	98	nan	nan	-702.549	768.938	-1	-1	-458.861	1020.218	100	89	-270.020	1740.039	-89.700
3	0.778	0	front_left_wheel_hub_yaw_p30	1	150.000	0	1	1	0	1.000	150.000	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	245.000	30.000	0.000	-23.714	1491.325	108	99	nan	nan	51.965	1361.816	-1	-1	-194.340	1610.530	105	101	-270.020	1740.039	-89.700
3	0.778	1	front_left_frame_yaw_p20_pitch_n20	0	523.130	0	1	1	0	0.940	491.581	-148.922	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	20.000	-20.000	-193.319	1415.436	105	97	nan	nan	-22.772	954.387	-1	-1	-99.472	1278.990	107	94	-270.020	1740.039	-89.700
3	0.778	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	0	0	nan	0	0	0	invalid_range	sensor	325.000	0.000	0.000	0.000	-268.318	1415.043	104	97	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-270.020	1740.039	-89.700
3	0.778	3	front_right_frame_yaw_n20_pitch_n20	0	527.870	0	1	1	0	0.940	496.036	-150.543	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	-20.000	-20.000	-343.317	1414.651	102	97	nan	nan	-510.528	947.648	-1	-1	-437.231	1273.036	100	94	-270.020	1740.039	-89.700
3	0.778	4	front_right_wheel_hub_yaw_n30	1	736.580	0	1	1	0	1.000	736.580	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	-245.000	-30.000	0.000	-513.707	1488.760	99	98	nan	nan	-878.652	848.943	-1	-1	-634.964	1100.222	96	91	-270.020	1740.039	-89.700
3	0.778	5	front_left_frame_pitch_n25	0	420.470	0	1	1	0	0.906	381.075	-147.699	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	0.000	-25.000	-193.319	1415.436	105	97	nan	nan	-191.324	1034.366	-1	-1	-268.024	1358.969	104	96	-270.020	1740.039	-89.700
3	0.778	6	front_right_frame_pitch_n25	0	423.720	0	1	1	0	0.906	384.021	-149.073	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	0.000	-25.000	-343.317	1414.651	102	97	nan	nan	-341.306	1030.635	-1	-1	-268.009	1356.024	104	96	-270.020	1740.039	-89.700
3	0.778	7	left_mid_frame_left_pitch_n20	0	405.280	0	1	1	0	0.940	380.839	-108.615	1	left	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	235.000	90.000	-20.000	-34.813	1701.270	108	103	nan	nan	346.020	1703.264	-1	-1	110.814	1742.033	111	104	-270.020	1740.039	-89.700
3	0.778	8	right_mid_frame_right_pitch_n20	0	390.460	0	1	1	0	0.940	366.912	-103.546	1	right	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	-235.000	-90.000	-20.000	-504.807	1698.809	99	103	nan	nan	-871.714	1696.888	-1	-1	-636.927	1738.118	96	103	-270.020	1740.039	-89.700
3	0.778	9	rear_left_wheel_hub_back_yaw_p40	1	652.260	0	1	1	0	1.000	652.260	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-215.000	270.000	140.000	0.000	-1.149	1956.450	109	108	nan	nan	415.494	2458.298	-1	-1	146.623	2241.888	112	114	-270.020	1740.039	-89.700
3	0.778	10	rear_left_frame_backward	1	322.850	0	1	1	0	1.000	322.850	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-320.000	80.000	180.000	0.000	-191.696	2060.453	105	110	nan	nan	-193.387	2383.299	-1	-1	-271.710	2062.885	103	110	-270.020	1740.039	-89.700
3	0.778	11	rear_right_frame_backward	1	318.740	0	1	1	0	1.000	318.740	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-320.000	-50.000	180.000	0.000	-321.694	2059.773	102	110	nan	nan	-323.363	2378.508	-1	-1	-271.688	2058.775	103	110	-270.020	1740.039	-89.700
3	0.778	12	rear_right_wheel_hub_back_yaw_n40	1	627.250	0	1	1	0	1.000	627.250	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-215.000	-215.000	-140.000	0.000	-486.142	1953.910	99	108	nan	nan	-891.841	2432.294	-1	-1	-675.718	2218.423	95	113	-270.020	1740.039	-89.700
3	0.778	13	front_left_frame_yaw_p20_pitch_n10	1	973.790	0	1	1	0	0.985	958.996	-139.098	1	front	0	0	nan	0	0	0	masked_hit	sensor	325.000	75.000	20.000	-10.000	-193.319	1415.436	105	97	nan	nan	139.391	516.005	-1	-1	62.690	840.607	110	86	-270.020	1740.039	-89.700
3	0.778	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	0	0	nan	0	0	0	invalid_range	sensor	325.000	-75.000	-20.000	-10.000	-343.317	1414.651	102	97	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-270.020	1740.039	-89.700
3	0.778	15	front_left_wheel_hub_yaw_p15	1	861.150	0	1	1	0	1.000	861.150	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	245.000	15.000	0.000	-23.714	1491.325	108	99	nan	nan	203.520	660.697	-1	-1	-42.785	909.410	108	87	-270.020	1740.039	-89.700
3	0.778	16	front_right_wheel_hub_yaw_n15	1	744.190	0	1	1	0	1.000	744.190	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	-245.000	-15.000	0.000	-513.707	1488.760	99	98	nan	nan	-702.551	768.929	-1	-1	-458.864	1020.208	100	89	-270.020	1740.039	-89.700
4	1.072	0	front_left_wheel_hub_yaw_p30	1	150.000	0	1	1	0	1.000	150.000	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	245.000	30.000	0.000	-23.714	1491.325	108	99	nan	nan	51.965	1361.816	-1	-1	-194.340	1610.530	105	101	-270.020	1740.039	-89.700
4	1.072	1	front_left_frame_yaw_p20_pitch_n20	0	523.130	0	1	1	0	0.940	491.581	-148.922	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	20.000	-20.000	-193.319	1415.436	105	97	nan	nan	-22.772	954.387	-1	-1	-99.472	1278.990	107	94	-270.020	1740.039	-89.700
4	1.072	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	0	0	nan	0	0	0	invalid_range	sensor	325.000	0.000	0.000	0.000	-268.318	1415.043	104	97	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-270.020	1740.039	-89.700
4	1.072	3	front_right_frame_yaw_n20_pitch_n20	0	527.870	0	1	1	0	0.940	496.036	-150.543	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	-20.000	-20.000	-343.317	1414.651	102	97	nan	nan	-510.528	947.648	-1	-1	-437.231	1273.036	100	94	-270.020	1740.039	-89.700
4	1.072	4	front_right_wheel_hub_yaw_n30	1	736.580	0	1	1	0	1.000	736.580	29.999	0	front	0	0	nan	0	0	0	masked_hit	sensor	250.000	-245.000	-30.000	0.000	-513.707	1488.760	99	98	nan	nan	-878.652	848.943	-1	-1	-634.964	1100.222	96	91	-270.020	1740.039	-89.700
4	1.072	5	front_left_frame_pitch_n25	0	420.470	0	1	1	0	0.906	381.075	-147.699	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	0.000	-25.000	-193.319	1415.436	105	97	nan	nan	-191.324	1034.366	-1	-1	-268.024	1358.969	104	96	-270.020	1740.039	-89.700
4	1.072	6	front_right_frame_pitch_n25	0	423.720	0	1	1	0	0.906	384.021	-149.073	1	front	0	0	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	0.000	-25.000	-343.317	1414.651	102	97	nan	nan	-341.306	1030.635	-1	-1	-268.009	1356.024	104	96	-270.020	1740.039	-89.700
4	1.072	7	left_mid_frame_left_pitch_n20	0	405.280	0	1	1	0	0.940	380.839	-108.615	1	left	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	235.000	90.000	-20.000	-34.813	1701.270	108	103	nan	nan	346.020	1703.264	-1	-1	110.814	1742.033	111	104	-270.020	1740.039	-89.700
4	1.072	8	right_mid_frame_right_pitch_n20	0	390.460	0	1	1	0	0.940	366.912	-103.546	1	right	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	-235.000	-90.000	-20.000	-504.807	1698.809	99	103	nan	nan	-871.714	1696.888	-1	-1	-636.927	1738.118	96	103	-270.020	1740.039	-89.700
4	1.072	9	rear_left_wheel_hub_back_yaw_p40	1	652.260	0	1	1	0	1.000	652.260	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-215.000	270.000	140.000	0.000	-1.149	1956.450	109	108	nan	nan	415.494	2458.298	-1	-1	146.623	2241.888	112	114	-270.020	1740.039	-89.700
4	1.072	10	rear_left_frame_backward	1	322.850	0	1	1	0	1.000	322.850	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-320.000	80.000	180.000	0.000	-191.696	2060.453	105	110	nan	nan	-193.387	2383.299	-1	-1	-271.710	2062.885	103	110	-270.020	1740.039	-89.700
4	1.072	11	rear_right_frame_backward	1	318.740	0	1	1	0	1.000	318.740	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-320.000	-50.000	180.000	0.000	-321.694	2059.773	102	110	nan	nan	-323.363	2378.508	-1	-1	-271.688	2058.775	103	110	-270.020	1740.039	-89.700
4	1.072	12	rear_right_wheel_hub_back_yaw_n40	1	627.250	0	1	1	0	1.000	627.250	29.999	0	rear	0	0	nan	0	0	0	masked_hit	sensor	-215.000	-215.000	-140.000	0.000	-486.142	1953.910	99	108	nan	nan	-891.841	2432.294	-1	-1	-675.718	2218.423	95	113	-270.020	1740.039	-89.700
4	1.072	13	front_left_frame_yaw_p20_pitch_n10	1	973.790	0	1	1	0	0.985	958.996	-139.098	1	front	0	0	nan	0	0	0	masked_hit	sensor	325.000	75.000	20.000	-10.000	-193.319	1415.436	105	97	nan	nan	139.391	516.005	-1	-1	62.690	840.607	110	86	-270.020	1740.039	-89.700
